Fecha|ID|Estacion|Estado_x|Latitud_y|Longitud_y|T. med. (ºC)|T. max (ºC)|T. min (ºC)|Prec. (mm)|Presion/ Geopot.|Dir. vi.|Vel. vi. (Km/h)|Nub.|Prof. nieve (cm)|Insolac. (horas)
31/01/2011|8001|LA CORUNA|SPAIN|43.36666666666667|-8.416666666666666|8.3|10.4|6.2|0.0|1024.1 Hpa|65º(NE)|14|7/8|-|0.7
31/01/2011|8008|LUGO/ROZAS|SPAIN|43.11666666666667|-7.45|2.6|4.4|0.9|0.2|1024.3 Hpa|325º(NW)|2|8/8|-|0.0
31/01/2011|8011|ASTURIAS/AVILES|SPAIN|43.55|-6.033333333333333|5.5|8.0|2.9|0.0|1025.0 Hpa|203º(SW)|6|7/8|-|0.8
31/01/2011|8014|GIJON-MUSEL|SPAIN|43.56|-5.700833333333334|6.6|9.0|4.2|0.0|1024.1 Hpa|224º(SW)|5|7/8|-|0.4
31/01/2011|8015|OVIEDO|SPAIN|43.35|-5.866666666666667|4.4|7.4|1.4|Ip|1024.5 Hpa|235º(SW)|2|7/8|-|1.6
31/01/2011|8021|SANTANDER/PARAYAS|SPAIN|43.43333333333333|-3.8166666666666664|6.4|9.3|3.5|0.0|1023.9 Hpa|260º(W)|9|7/8|-|0.0
31/01/2011|8023|SANTANDER|SPAIN|43.46666666666667|-3.8166666666666664|7.3|8.5|6.2|0.0|1023.0 Hpa|330º(NW)|18|7/8|-|0.1
31/01/2011|8025|BILBAO/AEROPUERTO|SPAIN|43.3|-2.9333333333333336|6.0|7.9|4.2|0.0|1023.4 Hpa|52º(NE)|6|8/8|-|0.0
31/01/2011|8027|SAN SEBASTIAN/IGUELDO|SPAIN|43.3|-2.05|4.3|6.0|2.6|Ip|1021.8 Hpa|114º(SE)|9|8/8|-|0.0
31/01/2011|8029|SAN SEBASTIAN/FUENTERRABIA|SPAIN|43.35|-1.8|5.5|7.6|3.4|0.0|1022.9 Hpa|225º(SW)|3|8/8|-|0.0
31/01/2011|8042|SANTIAGO DE COMPOSTELA/LABACOLLA|SPAIN|42.9|-8.433333333333334|5.0|7.5|2.5|0.0|1025.0 Hpa|10º(N)|11|6/8|-|1.6
31/01/2011|8044|PONTEVEDRA|SPAIN|42.43333333333333|-8.616666666666667|6.8|9.7|4.0|0.0|1023.3 Hpa|7º(N)|10|6/8|-|3.5
31/01/2011|8045|VIGO/PEINADOR|SPAIN|42.21666666666667|-8.633333333333333|6.8|9.9|3.8|0.0|1024.1 Hpa|16º(N)|12|7/8|-|4.0
31/01/2011|8048|ORENSE|SPAIN|42.333333333333336|-7.866666666666667|8.1|12.8|3.3|0.0|1022.5 Hpa|44º(NE)|6|4/8|-|5.4
31/01/2011|8053|PONFERRADA|SPAIN|42.53333333333333|-6.583333333333333|2.7|6.2|-0.8|0.0|1023.2 Hpa|167º(S)|5|2/8|-|9.0
31/01/2011|8055|LEON/VIRGEN DEL CAMINO|SPAIN|42.583333333333336|-5.65|1.1|6.0|-3.8|0.0|1492 m(850 Hpa)|350º(N)|11|0/8|-|9.2
31/01/2011|8075|BURGOS/VILLAFRIA|SPAIN|42.36666666666667|-3.6333333333333333|0.1|1.7|-1.4|0.0|1486 m(850 Hpa)|24º(NE)|13|7/8|-|1.2
31/01/2011|8080|VITORIA/FORONDA|SPAIN|42.88333333333333|-2.716666666666667|1.8|2.9|0.6|0.2|1023.4 Hpa|284º(W)|3|8/8|-|0.0
31/01/2011|8084|LOGRONO/AGONCILLO|SPAIN|42.45|-2.3333333333333335|5.1|7.1|3.1|0.0|1022.0 Hpa|276º(W)|11|6/8|-|0.8
31/01/2011|8085|PAMPLONA/NOAIN|SPAIN|42.766666666666666|-1.6333333333333333|4.0|5.3|2.8|0.0|1021.6 Hpa|340º(N)|20|8/8|-|0.9
31/01/2011|8094|HUESCA/PIRINEOS|SPAIN|42.083333333333336|-0.3333333333333333|4.3|8.7|0.0|0.0|1018.2 Hpa|296º(NW)|12|4/8|-|7.7
31/01/2011|8112|TALARN|SPAIN|42.2|0.8666666666666667|-|- |- |-|-|-|-|-|-|-
31/01/2011|8117|LA MOLINA|SPAIN|42.333333333333336|1.9333333333333333|-|- |- |-|-|-|-|-|-|-
31/01/2011|8130|ZAMORA|SPAIN|41.5|-5.75|2.1|5.4|-1.2|0.0|1023.1 Hpa|350º(N)|6|2/8|-|6.1
31/01/2011|8140|VALLADOLID/VILLANUBLA|SPAIN|41.71666666666667|-4.85|0.5|2.4|-1.5|0.0|1494 m(850 Hpa)|62º(NE)|4|6/8|-|2.5
31/01/2011|8141|VALLADOLID|SPAIN|41.65|-4.766666666666667|1.5|3.2|-0.2|0.0|1021.6 Hpa|15º(N)|7|6/8|-|0.8
31/01/2011|8148|SORIA|SPAIN|41.766666666666666|-2.466666666666667|-|- |- |-|-|-|-|-|-|-
31/01/2011|8157|DAROCA I|SPAIN|41.11666666666667|-1.4166666666666667|1.6|2.9|0.4|0.0|1466 m(850 Hpa)|320º(NW)|4|8/8|2|0.7
31/01/2011|8160|ZARAGOZA/AEROPUERTO|SPAIN|41.660555555555554|-1.0041666666666667|5.7|7.6|3.8|0.0|1019.3 Hpa|293º(NW)|25|5/8|-|6.9
31/01/2011|8171|LLEIDA|SPAIN|41.62611111111111|0.5980555555555556|6.4|11.6|1.2|0.0|1018.9 Hpa|229º(SW)|8|6/8|-|5.3
31/01/2011|8175|REUS/AEROPUERTO|SPAIN|41.15|1.1666666666666667|8.2|12.9|3.5|Ip|1016.5 Hpa|352º(N)|9|6/8|-|-
31/01/2011|8181|BARCELONA/AEROPUERTO|SPAIN|41.28333333333333|2.066666666666667|8.6|12.0|5.1|2.2|1016.6 Hpa|337º(NW)|11|7/8|-|0.6
31/01/2011|8184|GIRONA/COSTA BRAVA|SPAIN|41.9|2.7666666666666666|8.0|11.1|4.8|0.2|1016.9 Hpa|10º(N)|12|7/8|-|2.0
31/01/2011|8202|SALAMANCA/MATACAN|SPAIN|40.95|-5.5|2.1|4.2|0.1|0.0|815 m(925 Hpa)|41º(NE)|9|6/8|-|2.2
31/01/2011|8210|AVILA|SPAIN|40.65|-4.7|-2.0|-1.4|-2.6|Ip|1475 m(850 Hpa)|23º(NE)|14|8/8|5|0.0
31/01/2011|8213|SEGOVIA|SPAIN|40.95|-4.116666666666666|-0.9|0.0|-1.8|0.0|1486 m(850 Hpa)|19º(N)|8|8/8|2|0.0
31/01/2011|8215|NAVACERRADA, PUERTO|SPAIN|40.78333333333333|-4.016666666666667|-7.0|-6.0|-7.9|0.0|1481 m(850 Hpa)|17º(N)|4|7/8|20|0.1
31/01/2011|8221|MADRID/BARAJAS|SPAIN|40.45|-3.55|3.8|7.7|-0.2|0.0|1020.1 Hpa|19º(N)|10|3/8|-|7.4
31/01/2011|8223|MADRID/CUATRO VIENTOS|SPAIN|40.38333333333333|-3.783333333333333|4.1|8.0|0.2|0.0|1019.8 Hpa|326º(NW)|8|3/8|-|8.5
31/01/2011|8224|MADRID/GETAFE|SPAIN|40.3|-3.716666666666667|4.1|7.4|0.8|0.0|1019.5 Hpa|26º(NE)|7|3/8|-|7.0
31/01/2011|8226|GUADALAJARA|SPAIN|40.63027777777778|-3.15|-1.0|0.0|-2.0|0.0|994.8 Hpa|-|0|0/8|-|4.8
31/01/2011|8231|CUENCA|SPAIN|40.06666666666667|-2.1333333333333333|2.5|4.8|0.2|0.1|1465 m(850 Hpa)|345º(N)|7|6/8|-|1.7
31/01/2011|8232|MOLINA DE ARAGON|SPAIN|40.85|-1.8833333333333333|0.2|1.8|-1.4|0.1|1450 m(850 Hpa)|33º(NE)|6|8/8|3|0.7
31/01/2011|8233|CALAMOCHA|SPAIN|40.93333333333333|-1.3|-|- |- |-|-|-|-|-|-|-
31/01/2011|8235|TERUEL|SPAIN|40.35|-1.1166666666666667|2.2|4.0|0.4|0.0|1460 m(850 Hpa)|360º(N)|10|8/8|-|1.5
31/01/2011|8238|TORTOSA|SPAIN|40.81666666666667|0.5|8.6|11.7|5.4|0.0|1016.8 Hpa|356º(N)|7|5/8|-|5.6
31/01/2011|8261|CACERES|SPAIN|39.46666666666667|-6.333333333333333|5.9|9.4|2.4|0.0|1022.0 Hpa|319º(NW)|6|2/8|-|8.1
31/01/2011|8272|TOLEDO|SPAIN|39.88333333333333|-4.05|4.2|8.2|0.1|Ip|1020.3 Hpa|335º(NW)|10|5/8|-|6.3
31/01/2011|8280|ALBACETE/LOS LLANOS|SPAIN|38.95|-1.85|3.0|7.2|-1.2|4.1|1018.4 Hpa|298º(NW)|9|5/8|-|3.4
31/01/2011|8284|VALENCIA/AEROPUERTO|SPAIN|39.5|-0.4666666666666667|5.8|9.2|2.4|Ip|1017.2 Hpa|298º(NW)|8|6/8|-|0.2
31/01/2011|8285|VALENCIA VIVEROS|SPAIN|39.483333333333334|-0.38333333333333336|8.0|10.5|5.5|0.1|1017.2 Hpa|350º(N)|2|7/8|-|0.4
31/01/2011|8286|CASTELLON-ALMAZORA|SPAIN|39.95|-0.06666666666666667|8.2|10.2|6.2|0.4|1015.4 Hpa|9º(N)|8|7/8|-|0.2
31/01/2011|8306|PALMA DE MALLORCA/SON SAN JUAN|SPAIN|39.55|2.7333333333333334|8.1|11.2|4.9|5.4|1014.2 Hpa|30º(NE)|10|7/8|-|0.0
31/01/2011|8314|MENORCA/AEROPUERTO|SPAIN|39.86666666666667|4.233333333333333|8.4|11.5|5.4|6.7|1013.6 Hpa|19º(N)|16|7/8|-|0.0
31/01/2011|8330|BADAJOZ/TALAVERA LA REAL|SPAIN|38.88333333333333|-6.816666666666666|7.8|12.5|3.2|0.0|1019.7 Hpa|256º(W)|7|2/8|-|9.5
31/01/2011|8335|HINOJOSA DEL DUQUE|SPAIN|38.516666666666666|-5.116666666666666|-|- |- |-|-|-|-|-|-|-
31/01/2011|8348|CIUDAD REAL|SPAIN|38.983333333333334|-3.9166666666666665|5.0|8.2|1.8|0.0|1020.1 Hpa|316º(NW)|8|4/8|-|4.7
31/01/2011|8359|ALICANTE|SPAIN|38.36666666666667|-0.5|9.7|14.2|5.2|0.0|1015.5 Hpa|340º(N)|4|8/8|-|3.1
31/01/2011|8360|ALICANTE/EL ALTET|SPAIN|38.28333333333333|-0.55|9.2|13.1|5.4|0.0|1015.6 Hpa|326º(NW)|10|6/8|-|1.5
31/01/2011|8373|IBIZA/ES CODOLA|SPAIN|38.86666666666667|1.3833333333333333|7.7|10.5|4.8|15.2|1014.3 Hpa|0º(N)|17|7/8|-|0.0
31/01/2011|8383|HUELVA|SPAIN|37.28333333333333|-6.916666666666667|7.3|11.2|3.4|0.0|1019.3 Hpa|55º(NE)|2|1/8|-|7.3
31/01/2011|8391|SEVILLA/SAN PABLO|SPAIN|37.416666666666664|-5.9|8.1|13.0|3.2|0.0|1018.6 Hpa|40º(NE)|3|1/8|-|8.7
31/01/2011|8397|MORON DE LA FRONTERA|SPAIN|37.15|-5.616666666666667|7.1|12.7|1.5|0.0|1018.8 Hpa|56º(NE)|5|2/8|-|9.5
31/01/2011|8410|CORDOBA/AEROPUERTO|SPAIN|37.85|-4.85|6.8|12.5|1.0|0.0|1019.3 Hpa|119º(SE)|2|3/8|-|0.0
31/01/2011|8417|JAEN|SPAIN|37.78333333333333|-3.8|3.3|4.7|1.9|0.0|1020.4 Hpa|305º(NW)|4|7/8|-|-
31/01/2011|8419|GRANADA/AEROPUERTO|SPAIN|37.18333333333333|-3.783333333333333|6.5|11.4|1.6|0.0|1018.1 Hpa|337º(NW)|8|4/8|-|5.8
31/01/2011|8429|MURCIA/ALCANTARILLA|SPAIN|37.95|-1.2333333333333334|9.6|13.6|5.5|0.0|1016.3 Hpa|333º(NW)|14|5/8|-|7.9
31/01/2011|8430|MURCIA|SPAIN|38.0|-1.1666666666666667|10.3|14.4|6.2|0.0|1016.6 Hpa|273º(W)|10|5/8|-|7.7
31/01/2011|8433|MURCIA/SAN JAVIER|SPAIN|37.78333333333333|-0.8|10.3|13.8|6.8|0.0|1016.5 Hpa|324º(NW)|15|5/8|-|5.1
31/01/2011|8451|JEREZ DE LA FRONTERA AEROPUERTO|SPAIN|36.75|-6.066666666666666|7.8|13.5|2.2|Ip|1019.0 Hpa|23º(NE)|5|1/8|-|-
31/01/2011|8458|TARIFA|SPAIN|36.0|-5.6|-|- |- |-|-|-|-|-|-|-
31/01/2011|8482|MALAGA/AEROPUERTO|SPAIN|36.666666666666664|-4.483333333333333|10.5|14.6|6.4|0.0|1017.1 Hpa|300º(NW)|19|1/8|-|8.9
31/01/2011|8487|ALMERIA/AEROPUERTO|SPAIN|36.85|-2.3833333333333333|11.3|14.6|8.0|0.0|1015.8 Hpa|349º(N)|18|4/8|-|6.6
30/01/2011|8001|LA CORUNA|SPAIN|43.36666666666667|-8.416666666666666|8.2|10.8|5.6|2.3|1017.8 Hpa|61º(NE)|15|6/8|-|1.0
30/01/2011|8008|LUGO/ROZAS|SPAIN|43.11666666666667|-7.45|-|1.7|- |4.0|-|-|-|-|-|0.1
30/01/2011|8011|ASTURIAS/AVILES|SPAIN|43.55|-6.033333333333333|5.8|7.6|4.1|3.6|1018.0 Hpa|26º(NE)|10|8/8|-|0.0
30/01/2011|8014|GIJON-MUSEL|SPAIN|43.56|-5.700833333333334|7.2|9.5|5.0|0.4|1017.0 Hpa|39º(NE)|10|7/8|-|0.1
30/01/2011|8015|OVIEDO|SPAIN|43.35|-5.866666666666667|4.2|5.8|2.6|10.1|1018.2 Hpa|234º(SW)|4|8/8|-|0.0
30/01/2011|8021|SANTANDER/PARAYAS|SPAIN|43.43333333333333|-3.8166666666666664|7.9|9.1|6.7|3.7|1016.2 Hpa|339º(N)|13|8/8|-|0.0
30/01/2011|8023|SANTANDER|SPAIN|43.46666666666667|-3.8166666666666664|7.7|9.2|6.2|4.5|1016.0 Hpa|333º(NW)|19|8/8|-|0.0
30/01/2011|8025|BILBAO/AEROPUERTO|SPAIN|43.3|-2.9333333333333336|7.4|8.2|6.6|1.3|1015.6 Hpa|328º(NW)|4|8/8|-|0.0
30/01/2011|8027|SAN SEBASTIAN/IGUELDO|SPAIN|43.3|-2.05|5.5|6.2|4.7|0.1|1015.2 Hpa|23º(NE)|11|8/8|-|0.1
30/01/2011|8029|SAN SEBASTIAN/FUENTERRABIA|SPAIN|43.35|-1.8|6.7|7.8|5.6|0.2|1015.0 Hpa|335º(NW)|6|7/8|-|0.0
30/01/2011|8042|SANTIAGO DE COMPOSTELA/LABACOLLA|SPAIN|42.9|-8.433333333333334|4.3|8.0|0.7|0.2|1018.7 Hpa|17º(N)|11|6/8|-|2.5
30/01/2011|8044|PONTEVEDRA|SPAIN|42.43333333333333|-8.616666666666667|7.3|11.2|3.4|Ip|1016.5 Hpa|14º(N)|10|4/8|-|6.0
30/01/2011|8045|VIGO/PEINADOR|SPAIN|42.21666666666667|-8.633333333333333|7.9|11.7|4.1|0.0|1017.5 Hpa|33º(NE)|10|5/8|-|6.3
30/01/2011|8048|ORENSE|SPAIN|42.333333333333336|-7.866666666666667|-|3.7|- |0.0|-|-|-|-|-|2.5
30/01/2011|8053|PONFERRADA|SPAIN|42.53333333333333|-6.583333333333333|2.6|4.0|1.2|0.0|1016.4 Hpa|270º(W)|2|8/8|-|1.3
30/01/2011|8055|LEON/VIRGEN DEL CAMINO|SPAIN|42.583333333333336|-5.65|2.6|6.4|-1.2|0.5|1440 m(850 Hpa)|338º(N)|14|5/8|-|3.6
30/01/2011|8075|BURGOS/VILLAFRIA|SPAIN|42.36666666666667|-3.6333333333333333|1.4|2.7|0.1|0.9|1431 m(850 Hpa)|22º(N)|12|8/8|-|0.3
30/01/2011|8080|VITORIA/FORONDA|SPAIN|42.88333333333333|-2.716666666666667|3.9|5.3|2.4|1.8|1014.9 Hpa|12º(N)|11|7/8|-|0.1
30/01/2011|8084|LOGRONO/AGONCILLO|SPAIN|42.45|-2.3333333333333335|5.9|7.6|4.2|1.3|1014.3 Hpa|280º(W)|8|7/8|-|0.0
30/01/2011|8085|PAMPLONA/NOAIN|SPAIN|42.766666666666666|-1.6333333333333333|5.5|7.1|3.9|0.0|1013.6 Hpa|332º(NW)|20|7/8|-|0.6
30/01/2011|8094|HUESCA/PIRINEOS|SPAIN|42.083333333333336|-0.3333333333333333|1.3|3.5|-0.9|0.0|1013.1 Hpa|104º(E)|7|6/8|-|0.0
30/01/2011|8112|TALARN|SPAIN|42.2|0.8666666666666667|-|- |- |-|-|-|-|-|-|-
30/01/2011|8117|LA MOLINA|SPAIN|42.333333333333336|1.9333333333333333|-|- |- |-|-|-|-|-|-|-
30/01/2011|8130|ZAMORA|SPAIN|41.5|-5.75|-|-1.0|- |0.5|-|-|-|-|-|0.1
30/01/2011|8140|VALLADOLID/VILLANUBLA|SPAIN|41.71666666666667|-4.85|1.9|4.0|-0.2|2.2|1446 m(850 Hpa)|43º(NE)|5|8/8|-|0.8
30/01/2011|8141|VALLADOLID|SPAIN|41.65|-4.766666666666667|3.0|5.2|0.8|1.8|1014.2 Hpa|21º(N)|5|7/8|-|1.6
30/01/2011|8148|SORIA|SPAIN|41.766666666666666|-2.466666666666667|-|- |- |-|-|-|-|-|-|-
30/01/2011|8157|DAROCA I|SPAIN|41.11666666666667|-1.4166666666666667|-|0.4|- |4.7|-|-|-|-|-|0.0
30/01/2011|8160|ZARAGOZA/AEROPUERTO|SPAIN|41.660555555555554|-1.0041666666666667|5.8|8.3|3.2|0.2|1012.7 Hpa|282º(W)|19|6/8|-|0.3
30/01/2011|8171|LLEIDA|SPAIN|41.62611111111111|0.5980555555555556|3.9|6.2|1.5|0.0|1013.0 Hpa|210º(SW)|1|8/8|-|2.4
30/01/2011|8175|REUS/AEROPUERTO|SPAIN|41.15|1.1666666666666667|5.5|11.2|-0.2|1.0|1011.5 Hpa|325º(NW)|8|4/8|-|2.5
30/01/2011|8181|BARCELONA/AEROPUERTO|SPAIN|41.28333333333333|2.066666666666667|6.3|9.8|2.9|0.0|1010.9 Hpa|23º(NE)|12|5/8|-|2.5
30/01/2011|8184|GIRONA/COSTA BRAVA|SPAIN|41.9|2.7666666666666666|8.2|12.1|4.4|5.2|1012.0 Hpa|16º(N)|11|6/8|-|5.7
30/01/2011|8202|SALAMANCA/MATACAN|SPAIN|40.95|-5.5|1.4|3.4|-0.5|2.8|759 m(925 Hpa)|329º(NW)|5|8/8|-|0.0
30/01/2011|8210|AVILA|SPAIN|40.65|-4.7|-|-1.8|- |2.9|-|-|-|-|-|0.0
30/01/2011|8213|SEGOVIA|SPAIN|40.95|-4.116666666666666|0.7|1.2|0.2|3.0|1431 m(850 Hpa)|345º(N)|7|8/8|-|0.0
30/01/2011|8215|NAVACERRADA, PUERTO|SPAIN|40.78333333333333|-4.016666666666667|-4.5|-3.4|-5.6|3.7|1416 m(850 Hpa)|2º(N)|4|7/8|20|0.0
30/01/2011|8221|MADRID/BARAJAS|SPAIN|40.45|-3.55|3.5|6.9|0.0|0.8|1014.1 Hpa|30º(NE)|4|7/8|-|0.9
30/01/2011|8223|MADRID/CUATRO VIENTOS|SPAIN|40.38333333333333|-3.783333333333333|3.0|6.0|0.0|1.5|1014.0 Hpa|49º(NE)|2|8/8|-|0.7
30/01/2011|8224|MADRID/GETAFE|SPAIN|40.3|-3.716666666666667|2.6|5.4|-0.2|1.8|1013.8 Hpa|91º(E)|3|8/8|-|0.3
30/01/2011|8226|GUADALAJARA|SPAIN|40.63027777777778|-3.15|2.2|5.0|-0.5|0.0|988.6 Hpa|-|0|6/8|-|0.0
30/01/2011|8231|CUENCA|SPAIN|40.06666666666667|-2.1333333333333333|2.6|4.2|1.0|0.3|1424 m(850 Hpa)|350º(N)|6|7/8|-|0.0
30/01/2011|8232|MOLINA DE ARAGON|SPAIN|40.85|-1.8833333333333333|-|-1.4|- |4.0|-|-|-|-|-|0.6
30/01/2011|8233|CALAMOCHA|SPAIN|40.93333333333333|-1.3|-|- |- |-|-|-|-|-|-|-
30/01/2011|8235|TERUEL|SPAIN|40.35|-1.1166666666666667|-|0.4|- |0.8|-|-|-|-|-|-
30/01/2011|8238|TORTOSA|SPAIN|40.81666666666667|0.5|8.0|13.0|2.9|0.0|1010.8 Hpa|306º(NW)|6|5/8|-|6.0
30/01/2011|8261|CACERES|SPAIN|39.46666666666667|-6.333333333333333|4.6|8.2|1.0|Ip|1016.3 Hpa|313º(NW)|6|5/8|-|2.1
30/01/2011|8272|TOLEDO|SPAIN|39.88333333333333|-4.05|4.2|7.9|0.5|2.8|1013.8 Hpa|358º(N)|5|7/8|-|1.9
30/01/2011|8280|ALBACETE/LOS LLANOS|SPAIN|38.95|-1.85|3.5|6.6|0.5|1.2|1013.9 Hpa|243º(SW)|6|6/8|-|2.6
30/01/2011|8284|VALENCIA/AEROPUERTO|SPAIN|39.5|-0.4666666666666667|8.2|14.2|2.1|0.1|1011.7 Hpa|303º(NW)|11|3/8|-|6.5
30/01/2011|8285|VALENCIA VIVEROS|SPAIN|39.483333333333334|-0.38333333333333336|9.6|15.2|4.0|0.0|1011.4 Hpa|24º(NE)|5|3/8|-|6.6
30/01/2011|8286|CASTELLON-ALMAZORA|SPAIN|39.95|-0.06666666666666667|-|6.8|- |1.2|-|-|-|-|-|-
30/01/2011|8306|PALMA DE MALLORCA/SON SAN JUAN|SPAIN|39.55|2.7333333333333334|8.4|14.5|2.4|0.0|1011.6 Hpa|150º(SE)|8|3/8|-|8.7
30/01/2011|8314|MENORCA/AEROPUERTO|SPAIN|39.86666666666667|4.233333333333333|9.6|14.0|5.1|0.0|1011.3 Hpa|327º(NW)|9|3/8|-|6.9
30/01/2011|8330|BADAJOZ/TALAVERA LA REAL|SPAIN|38.88333333333333|-6.816666666666666|5.2|10.6|-0.2|0.0|1014.7 Hpa|251º(W)|6|3/8|-|6.0
30/01/2011|8335|HINOJOSA DEL DUQUE|SPAIN|38.516666666666666|-5.116666666666666|-|- |- |-|-|-|-|-|-|-
30/01/2011|8348|CIUDAD REAL|SPAIN|38.983333333333334|-3.9166666666666665|5.8|9.7|2.0|0.0|1014.3 Hpa|227º(SW)|7|5/8|-|4.7
30/01/2011|8359|ALICANTE|SPAIN|38.36666666666667|-0.5|10.2|16.0|4.4|0.1|1012.0 Hpa|295º(NW)|3|3/8|-|6.9
30/01/2011|8360|ALICANTE/EL ALTET|SPAIN|38.28333333333333|-0.55|9.8|15.5|4.1|0.0|1012.0 Hpa|253º(W)|10|3/8|-|7.2
30/01/2011|8373|IBIZA/ES CODOLA|SPAIN|38.86666666666667|1.3833333333333333|10.3|14.4|6.2|0.1|1012.3 Hpa|299º(NW)|9|2/8|-|7.2
30/01/2011|8383|HUELVA|SPAIN|37.28333333333333|-6.916666666666667|-|3.4|- |0.0|-|-|-|-|-|-
30/01/2011|8391|SEVILLA/SAN PABLO|SPAIN|37.416666666666664|-5.9|8.6|14.2|3.0|Ip|1014.2 Hpa|275º(W)|2|2/8|-|7.1
30/01/2011|8397|MORON DE LA FRONTERA|SPAIN|37.15|-5.616666666666667|7.0|12.4|1.5|0.0|1014.0 Hpa|270º(W)|4|4/8|-|7.4
30/01/2011|8410|CORDOBA/AEROPUERTO|SPAIN|37.85|-4.85|7.5|12.4|2.6|Ip|1014.2 Hpa|254º(W)|3|5/8|-|0.0
30/01/2011|8417|JAEN|SPAIN|37.78333333333333|-3.8|-|3.4|- |0.0|-|-|-|-|-|-
30/01/2011|8419|GRANADA/AEROPUERTO|SPAIN|37.18333333333333|-3.783333333333333|7.8|12.6|2.9|0.0|1013.4 Hpa|256º(W)|7|4/8|-|6.6
30/01/2011|8429|MURCIA/ALCANTARILLA|SPAIN|37.95|-1.2333333333333334|7.5|14.2|0.8|0.0|1012.3 Hpa|201º(S)|4|3/8|-|7.7
30/01/2011|8430|MURCIA|SPAIN|38.0|-1.1666666666666667|8.8|16.4|1.1|Ip|1013.1 Hpa|241º(SW)|4|3/8|-|8.4
30/01/2011|8433|MURCIA/SAN JAVIER|SPAIN|37.78333333333333|-0.8|8.6|14.6|2.5|0.3|1012.2 Hpa|144º(SE)|6|1/8|-|9.1
30/01/2011|8451|JEREZ DE LA FRONTERA AEROPUERTO|SPAIN|36.75|-6.066666666666666|8.7|12.9|4.4|Ip|1014.7 Hpa|319º(NW)|5|3/8|-|7.2
30/01/2011|8458|TARIFA|SPAIN|36.0|-5.6|-|- |- |-|-|-|-|-|-|-
30/01/2011|8482|MALAGA/AEROPUERTO|SPAIN|36.666666666666664|-4.483333333333333|10.4|15.4|5.4|0.0|1013.2 Hpa|309º(NW)|15|3/8|-|5.7
30/01/2011|8487|ALMERIA/AEROPUERTO|SPAIN|36.85|-2.3833333333333333|11.3|15.7|6.9|0.0|1011.9 Hpa|318º(NW)|15|4/8|-|8.8
29/01/2011|8001|LA CORUNA|SPAIN|43.36666666666667|-8.416666666666666|7.8|9.7|6.0|5.4|1012.5 Hpa|74º(E)|14|7/8|-|3.1
29/01/2011|8008|LUGO/ROZAS|SPAIN|43.11666666666667|-7.45|-|- |- |-|-|-|-|-|-|-
29/01/2011|8011|ASTURIAS/AVILES|SPAIN|43.55|-6.033333333333333|5.8|6.9|4.8|27.2|1012.4 Hpa|252º(W)|11|8/8|-|0.0
29/01/2011|8014|GIJON-MUSEL|SPAIN|43.56|-5.700833333333334|7.3|9.4|5.2|20.6|1011.4 Hpa|186º(S)|13|7/8|-|0.0
29/01/2011|8015|OVIEDO|SPAIN|43.35|-5.866666666666667|2.9|4.3|1.5|36.6|1012.1 Hpa|247º(SW)|7|8/8|-|0.0
29/01/2011|8021|SANTANDER/PARAYAS|SPAIN|43.43333333333333|-3.8166666666666664|7.0|8.2|5.7|16.2|1010.2 Hpa|227º(SW)|12|8/8|-|0.0
29/01/2011|8023|SANTANDER|SPAIN|43.46666666666667|-3.8166666666666664|7.5|8.7|6.2|53.2|1009.6 Hpa|239º(SW)|16|8/8|-|0.0
29/01/2011|8025|BILBAO/AEROPUERTO|SPAIN|43.3|-2.9333333333333336|8.3|10.8|5.8|5.7|1009.7 Hpa|344º(N)|7|7/8|-|0.3
29/01/2011|8027|SAN SEBASTIAN/IGUELDO|SPAIN|43.3|-2.05|7.2|9.2|5.2|24.8|1008.6 Hpa|193º(S)|13|6/8|-|1.9
29/01/2011|8029|SAN SEBASTIAN/FUENTERRABIA|SPAIN|43.35|-1.8|7.8|11.6|4.0|6.3|1009.5 Hpa|232º(SW)|4|7/8|-|0.4
29/01/2011|8042|SANTIAGO DE COMPOSTELA/LABACOLLA|SPAIN|42.9|-8.433333333333334|4.7|6.8|2.5|0.1|1013.3 Hpa|337º(NW)|9|7/8|-|-
29/01/2011|8044|PONTEVEDRA|SPAIN|42.43333333333333|-8.616666666666667|6.0|8.0|4.0|0.0|1012.0 Hpa|346º(N)|6|7/8|-|0.2
29/01/2011|8045|VIGO/PEINADOR|SPAIN|42.21666666666667|-8.633333333333333|7.1|9.7|4.5|Ip|1012.6 Hpa|9º(N)|8|6/8|-|1.8
29/01/2011|8048|ORENSE|SPAIN|42.333333333333336|-7.866666666666667|-|- |- |-|-|-|-|-|-|-
29/01/2011|8053|PONFERRADA|SPAIN|42.53333333333333|-6.583333333333333|4.3|6.6|2.0|0.2|1010.5 Hpa|250º(W)|2|6/8|-|1.8
29/01/2011|8055|LEON/VIRGEN DEL CAMINO|SPAIN|42.583333333333336|-5.65|1.9|5.0|-1.2|0.0|1403 m(850 Hpa)|316º(NW)|16|7/8|-|0.1
29/01/2011|8075|BURGOS/VILLAFRIA|SPAIN|42.36666666666667|-3.6333333333333333|1.9|3.4|0.3|0.6|1396 m(850 Hpa)|238º(SW)|7|8/8|-|0.0
29/01/2011|8080|VITORIA/FORONDA|SPAIN|42.88333333333333|-2.716666666666667|5.2|8.8|1.5|1.8|1009.7 Hpa|329º(NW)|1|7/8|-|1.6
