ID|ESTACION|IIiii|OACI|Nombre|Estado|Latitud|Longitud|Altitud|Notas
8125|VILLARDECIERVOS|8125.0||VILLARDECIERVOS|SPAIN|41-56-29N|006-16-45W|864|
8354|VILLARRODRIGO|8354.0||VILLARRODRIGO|SPAIN|38-29-21N|002-38-17W|862|
8239|VINAROZ|8239.0||VINAROZ|SPAIN|40-33-33N|000-25-50E|110|
8345|VISO DEL MARQUES|8345.0||VISO DEL MARQUES|SPAIN|38-31-04N|003-34-00W|778|
8129|VITIGUDINO|8129.0||VITIGUDINO|SPAIN|41-00-41N|006-26-15W|769|
8080|VITORIA/FORONDA|8080.0|LEVT|VITORIA|SPAIN|42-53N|002-43W|513|
8290|XATIVA|8290.0||XATIVA|SPAIN|39-00-06N|000-31-23W|88|
8050|XINZO DE LIMIA|8050.0||XINZO DE LIMIA|SPAIN|42-04-45N|007-43-59W|616|
8356|YECLA|8356.0||YECLA|SPAIN|38-36-06N|001-09-33W|640|
8130|ZAMORA|8130.0||ZAMORA|SPAIN|41-30N|005-45W|654|
8159|ZARAGOZA-VALDESPARTE|8159.0||ZARAGOZA - VALDESPARTE|SPAIN|41-37-14N|000-56-06W|254|
8160|ZARAGOZA/AEROPUERTO|8160.0|LEZG|ZARAGOZA/AEROPUERTO|SPAIN|41-39-38N|001-00-15W|258|
8037|ZUMARRAGA-URZABALETA|8037.0||ZUMARRAGA - URZABALETA|SPAIN|43-04-46N|002-19-04W|420|
8026|ZUMAYA,FARO|8026.0||ZUMAYA - FARO|SPAIN|43-18-06N|002-15-02W|28|
